retailer_id,image_url,filename
XBLT303,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XBLT303.jpg,XBLT303.jpg
XBLT305,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XBLT305.jpg,XBLT305.jpg
XBLT304,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XBLT304.jpg,XBLT304.jpg
XCHN021,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XCHN021.jpg,XCHN021.jpg
XCHN020,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XCHN020.jpg,XCHN020.jpg
XCHN022,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XCHN022.jpg,XCHN022.jpg
XCHN025,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XCHN025.jpg,XCHN025.jpg
XCHN026,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/XCHN026.jpg,XCHN026.jpg
JBAN049,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBAN049.jpg,JBAN049.jpg
JBAN047,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBAN047.jpg,JBAN047.jpg
JBAN048,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBAN048.jpg,JBAN048.jpg
JBLT208,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBLT208.jpg,JBLT208.jpg
JBLT205,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBLT205.jpg,JBLT205.jpg
JBLT207,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBLT207.jpg,JBLT207.jpg
JEAR206,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JEAR206.jpg,JEAR206.jpg
JEAR207,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JEAR207.jpg,JEAR207.jpg
JEAR205,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JEAR205.jpg,JEAR205.jpg
JPEN187,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JPEN187.jpg,JPEN187.jpg
JPEN185,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JPEN185.jpg,JPEN185.jpg
JPEN177,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JPEN177.jpg,JPEN177.jpg
JPEN179,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JPEN179.jpg,JPEN179.jpg
JPEN182,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JPEN182.jpg,JPEN182.jpg
SLGN004,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLGN004.jpg,SLGN004.jpg
SLIA001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIA001.jpg,SLIA001.jpg
TITA050,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/TITA050.jpg,TITA050.jpg
WLIA002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIA002.jpg,WLIA002.jpg
YLIA003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIA003.jpg,YLIA003.jpg
JBLT209,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/JBLT209.jpg,JBLT209.jpg
SLIM001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIM001.jpg,SLIM001.jpg
SLIC001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIC001.jpg,SLIC001.jpg
SLIK001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIK001.jpg,SLIK001.jpg
SLIL001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIL001.jpg,SLIL001.jpg
SLIJ001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIJ001.jpg,SLIJ001.jpg
SLIE001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIE001.jpg,SLIE001.jpg
SLIS001,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/SLIS001.jpg,SLIS001.jpg
WLIL002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIL002.jpg,WLIL002.jpg
WLIK002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIK002.jpg,WLIK002.jpg
WLIJ002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIJ002.jpg,WLIJ002.jpg
WLIS002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIS002.jpg,WLIS002.jpg
WLIM002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIM002.jpg,WLIM002.jpg
WLIE002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIE002.jpg,WLIE002.jpg
WLIC002,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/WLIC002.jpg,WLIC002.jpg
YLIE003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIE003.jpg,YLIE003.jpg
YLIL003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIL003.jpg,YLIL003.jpg
YLIM003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIM003.jpg,YLIM003.jpg
YLIC003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIC003.jpg,YLIC003.jpg
YLIK003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIK003.jpg,YLIK003.jpg
YLIJ003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIJ003.jpg,YLIJ003.jpg
YLIS003,https://www.warrenjames.co.uk/_assets/images/products/images_grey/1000/YLIS003.jpg,YLIS003.jpg
